Authors;Article Title;DOI
"Weziak-Bialowolska, D; McNeely, E; VanderWeele, TJ";Human Flourishing in Cross Cultural Settings. Evidence From the United States, China, Sri Lanka, Cambodia, and Mexico;10.3389/fpsyg.2019.01269
"Zhang, Y; Guo, SC; Gong, Y; Wang, L";Potential trade-off between water consumption and water quality: life cycle assessment of nonaqueous solvent dyeing;10.1016/j.watres.2022.118222
"Harper, S; Pal, R";Small-series supply network configuration priorities and challenges in the EU textile and apparel industry;10.1108/JFMM-07-2021-0173
"Fernandes, M; Padrao, J; Ribeiro, AI; Fernandes, RDV; Melro, L; Nicolau, T; Mehravani, B; Alves, C; Rodrigues, R; Zille, A";Polysaccharides and Metal Nanoparticles for Functional Textiles: A Review;10.3390/nano12061006
Evans, AM;'Green podiatry'-reducing our carbon footprints. Lessons from a sustainability panel;10.1186/s13047-021-00497-1
"Kusi-Sarpong, S; Mubarik, MS; Khan, SA; Brown, S; Mubarak, MF";Intellectual capital, blockchain-driven supply chain and sustainable production: Role of supply chain mapping;10.1016/j.techfore.2021.121331
"Tseng, ML; Bui, TD";Identifying eco-innovation in industrial symbiosis under linguistic preferences: A novel hierarchical approach;10.1016/j.jclepro.2016.10.014
"Todor, MP; Bulei, C; Kiss, I; Alexa, V";Recycling of textile wastes into textile composites based on natural fibres: the valorisation potential;10.1088/1757-899X/477/1/012004
"Sandra, N; Alessandro, P";Consumers' preferences, attitudes and willingness to pay for bio-textile in wood fibers;10.1016/j.jretconser.2020.102304
"Miao, DY; Wang, XF; Yu, JY; Ding, B";Nanoengineered Textiles for Outdoor Personal Cooling and Drying;10.1002/adfm.202209029
"Carpus, E; Dorogan, A; Matache, MG; Vladut, V; Muscalu, A";Creativity, innovation and future - the key points regarding the architecture for the production of agro-textiles;10.35530/IT.070.06.1624
"Mazzarisi, M; Campanelli, SL; Angelastro, A; Dassisti, M";Phenomenological modelling of direct laser metal deposition for single tracks;10.1007/s00170-020-06204-x
"Martinez-Molina, A; Boarin, P; Tort-Ausina, I; Vivancos, JL";Assessing visitors' thermal comfort in historic museum buildings: Results from a Post-Occupancy Evaluation on a case study;10.1016/j.buildenv.2018.02.003
"Nakiboglu, G; Bulgurcu, B";Supplier selection in a Turkish textile company by using intuitionistic fuzzy decision-making;10.1080/00405000.2020.1747675
"Manganyi, MC; Regnier, T; Kumar, A; Bezuidenhout, CC; Ateba, CN";Phylogenetic analysis and diversity of novel endophytic fungi isolated from medicinal plant Sceletium tortuosum;10.1016/j.phytol.2018.06.004
"Hasan, S; Khan, G; Hoque, MR; Hassan, F; Ahmed, N";Lean practices in the Bangladeshi ready-made garments industry and global significance;10.1080/13675567.2020.1847262
Wang, CH;STUDY ON SUPPLIER SELECTION OF GREEN SUPPLY CHAIN BY THE ENTROPY AND GREY RELATION ANALYSIS METHOD;
"Okungu, VR; McIntyre, D";Does the Informal Sector in Kenya Have Financial Potential to Sustainably Prepay for Health Care? Implications for Financing Universal Health Coverage in Low-Income Settings;10.1080/23288604.2019.1583492
"Goffin, N; Tyrer, JR; Jones, LCR; Higginson, RL";Simulated and experimental analysis of laser beam energy profiles to improve efficiency in wire-fed laser deposition;10.1007/s00170-021-07029-y
"Azmi, NA; Kandar, MZ";Factors contributing in the design of environmentally sustainable mosques;10.1016/j.jobe.2019.01.024
Wahlqvist, ML;Benefit risk and cost ratios in sustainable food and health policy: Changing and challenging trajectories;10.6133/apjcn.202003_29(1).0001
"Zhang, HB; Szilard, R; Zou, L; Zhao, HH";Sensitivity Analysis of LB-LOCA in Response to Proposed 10 CFR 50.46c New Rulemaking;10.1080/00295450.2018.1496694
"Chudasri, D; Saksrisathaporn, K";Enhancing textile enterprises for a more sustainable society, through design research and website development;10.1080/14606925.2017.1352820
"Sharma, R; Malaviya, P";Constructed wetlands for textile wastewater remediation: A review on concept, pollutant removal mechanisms, and integrated technologies for efficiency enhancement;10.1016/j.chemosphere.2021.133358
"Wei, F; Shahid, MJ; Alnusairi, GSH; Afzal, M; Khan, A; El-Esawi, MA; Abbas, Z; Wei, KH; Zaheer, IE; Rizwan, M; Ali, S";Implementation of Floating Treatment Wetlands for Textile Wastewater Management: A Review;10.3390/su12145801
"Virta, L; Raisanen, R";Three Futures Scenarios of Policy Instruments for Sustainable Textile Production and Consumption as Portrayed in the Finnish News Media;10.3390/su13020594
"Bandara, TMWJ; Hansadi, JMC; Bella, F";A review of textile dye-sensitized solar cells for wearable electronics;10.1007/s11581-022-04582-8
Ulutas, A;Supplier Selection by Using a Fuzzy Integrated Model for a Textile Company;10.5755/j01.ee.30.5.20546
"Kale, RD; Alemayehu, TG; Gorade, VG";Extraction and Characterization of Lignocellulosic Fibers from Girardinia Bullosa (Steudel) Wedd. (Ethiopian Kusha Plant);10.1080/15440478.2018.1539940
"Kalyar, MN; Shoukat, A; Shafique, I";Enhancing firms' environmental performance and financial performance through green supply chain management practices and institutional pressures;10.1108/SAMPJ-02-2019-0047
"Cuthbert, TJ; Ennis, S; Musolino, SF; Buckley, HL; Niikura, M; Wulff, JE; Menon, C";Covalent functionalization of polypropylene filters with diazirine-photosensitizer conjugates producing visible light driven virus inactivating materials;10.1038/s41598-021-98280-6
"He, L; So, VLL; Fan, SJ; Xin, JH";Polyphenol-Assisted Natural Coloration on Various Synthetic Textile Materials;10.1007/s12221-018-8581-x
"Ali, Q; Salman, A; Parveen, S; Zaini, Z";Green Behavior and Financial Performance: Impact on the Malaysian Fashion Industry;10.1177/2158244020953179
Iyer, VG;Strategic Environmental Assessment (SEA) Process for Green Materials and Environmental Engineering Systems towards Sustainable Development-Business Excellence Achievements;
"Moga, IC; Ardelean, I; Petrescu, G; Craciun, N; Popa, R";The potential of biofilms from moving bed bioreactors to increase the efficiency of textile industry wastewater treatment;
"Byrd, K; Su, J";Investigating consumer behaviour for environmental, sustainable and social apparel;10.1108/IJCST-03-2020-0040
"Soundararajan, V; Brammer, S";Developing country sub-supplier responses to social sustainability requirements of intermediaries: Exploring the influence of framing on fairness perceptions and reciprocity;10.1016/j.jom.2018.04.001
"Abu Bakar, N; Othman, N; Yunus, ZM; Daud, Z; Norisman, NS; Hisham, MH";Physico-Chemical Water Quality Parameters Analysis on Textile;10.1088/1755-1315/498/1/012077
"Turunen, LLM; Halme, M";Communicating actionable sustainability information to consumers: The Shades of Green instrument for fashion;10.1016/j.jclepro.2021.126605
"Shayganmehr, M; Kumar, A; Luthra, S; Garza-Reyes, JA";A framework for assessing sustainability in multi-tier supply chains using empirical evidence and fuzzy expert system;10.1016/j.jclepro.2021.128302
"Wang, Y; Ren, J; Ye, C; Pei, Y; Ling, SJ";Thermochromic Silks for Temperature Management and Dynamic Textile Displays;10.1007/s40820-021-00591-w
"Zhao, MY; Zhou, Y; Meng, J; Zheng, HR; Cai, YP; Shan, YL; Guan, DB; Yang, ZF";Virtual carbon and water flows embodied in global fashion trade - a case study of denim products;10.1016/j.jclepro.2021.127080
"Chen, WK; Nalluri, V; Hung, HC; Chang, MC; Lin, CT";Apply DEMATEL to Analyzing Key Barriers to Implementing the Circular Economy: An Application for the Textile Sector;10.3390/app11083335
"L'Abbate, P; Dassisti, M; Cappelletti, GM; Nicoletti, GM; Russo, C; Ioppolo, G";Environmental analysis of polyester fabric for ticking;10.1016/j.jclepro.2017.10.045
"Ibanez-Labiano, I; Ergoktas, MS; Kocabas, C; Toomey, A; Alomainy, A; Ozden-Yenigun, E";Graphene-based soft wearable antennas;10.1016/j.apmt.2020.100727
Piller, LW;Designing for circularity: sustainable pathways for Australian fashion small to medium enterprises;10.1108/JFMM-09-2021-0220
"Zhu, LS; Chen, LZ; Wu, XY; Ding, XM";Developing a greenhouse gas management evaluation system for Chinese textile enterprises;10.1016/j.ecolind.2018.04.029
"Islam, MR; Ali, SM; Fathollahi-Fard, AM; Kabir, G";A novel particle swarm optimization-based grey model for the prediction of warehouse performance;10.1093/jcde/qwab009
"Schumacher, AGD; Pequito, S; Pazour, J";Industrial hemp fiber: A sustainable and economical alternative to cotton;10.1016/j.jclepro.2020.122180
"Eyupoglu, S; Merdan, N";Ecological Dyeing Technology of Polyester Fabric Using Glycerol;10.1520/JTE20200772
"Galindo, T; Hermida, MA";Effects of thermophysiological and non-thermal factors on outdoor thermal perceptions: The Tomebamba Riverbanks case;10.1016/j.buildenv.2018.04.024
"Dalal, S; Saini, SK";A Balanced Model of Sustainable Development;10.36647/978-93-92106-02-6.13
"Ferreira, J; Pau, I; Lindecrantz, K; Seoane, F";A Handheld and Textile-Enabled Bioimpedance System for Ubiquitous Body Composition Analysis. An Initial Functional Validation;10.1109/JBHI.2016.2628766
"Wang, Y; Yang, Y";Analyzing the green innovation practices based on sustainability performance indicators: a Chinese manufacturing industry case;10.1007/s11356-020-10531-7
"He, MF; Villarreal, E; Ban, H; Chen, MH";Boiling heat transfer experiments under power transients for LWRs: A review study;10.1016/j.pnucene.2021.103952
Davies, N;A Major Transformation in NonWoven Textiles?;10.14504/ar.18.5.2
"Wong, DTW; Ngai, EWT";Economic, organizational, and environmental capabilities for business sustainability competence: Findings from case studies in the fashion business;10.1016/j.jbusres.2020.12.060
"Matlin, SA; Mehta, G; Hopf, H; Krief, A; Kessler, L; Kummerer, K";Material circularity and the role of the chemical sciences as a key enabler of a sustainable post-trash age;10.1016/j.scp.2020.100312
"Zekic, Z; Samarzija, L; Sunjic, I";SCM-THE CONCEPT OF CREATING ADDED VALUE IN CROATIA'S FASHION INDUSTRY;
"Abner, M; Baytar, F; Kreiner, D";Applying the ESD approach in textile and apparel education;10.1108/IJSHE-02-2018-0029
"Rashid, A; Barnes, L";Exploring the blurring of fashion retail and wholesale brands from industry perspectives;10.1080/00405000.2020.1757295
"Assirelli, A; Quacquarelli, I; Caracciolo, G; Dal Re, L";INNOVATIVE SYSTEM FOR INDUSTRIAL HEMP HARVESTING;
Rahim, MM;Improving Social Responsibility in RMG Industries Through a New Governance Approach in Laws;10.1007/s10551-016-3131-9
"Chen, CX; Perry, P; Yang, YX; Yang, C";Decent Work in the Chinese Apparel Industry: Comparative Analysis of Blue-Collar and White-Collar Garment Workers;10.3390/su9081344
"Ki, CW; Chong, SM; Ha-Brookshire, JE";How fashion can achieve sustainable development through a circular economy and stakeholder engagement: A systematic literature review;10.1002/csr.1970
"Tedesco, S; Montacchini, E";From Textile Waste to Resource: A Methodological Approach of Research and Experimentation;10.3390/su122410667
"Aizawa, T; Morita, H; Kurozumi, SI";Sustainable Progressive-Stamping of Brass American Snaps by Using the Low-Temperature Plasma Nitrided Dies;10.1063/1.5112596
Franco, MA;Circular economy at the micro level: A dynamic view of incumbents' struggles and challenges in the textile industry;10.1016/j.jclepro.2017.09.056
"Pakdel, E; Wang, JF; Kashi, S; Sun, L; Wang, XG";Advances in photocatalytic self-cleaning, superhydrophobic and electromagnetic interference shielding textile treatments;10.1016/j.cis.2020.102116
"Wang, X; Lam, CC; Iu, VP";Comparison of different types of TRM composites for strengthening masonry panels;10.1016/j.conbuildmat.2019.05.179
"Willert, A; Meuser, C; Baumann, RR";Printed batteries and conductive patterns in technical textiles;10.7567/JJAP.57.05GB02
Salvador, C;Textile elements in a design project of children's furniture;
"Banu, A; Manna, AK; Mondal, SK";Adjustment of credit period and stock-dependent demands in a supply chain model with variable imperfectness;10.1051/ro/2021058
"Khamis, J; Gaf-Deac, II; Scutelnicu, IP; Jomir, M; Ene, AG; Aron, I";Smart textiles for occupational safety health at oil stations and offshore platforms in the Black Sea;10.35530/IT.073.01.202150
"McNeill, LS; Hamlin, RP; McQueen, RH; Degenstein, L; Wakes, S; Garrett, TC; Dunn, L";Waste not want not: Behavioural intentions toward garment life extension practices, the role of damage, brand and cost on textile disposal;10.1016/j.jclepro.2020.121026
"Trochoutsou, N; Di Benedetti, M; Pilakoutas, K; Guadagnini, M";Mechanical Characterisation of Flax and Jute Textile-Reinforced Mortars;10.1016/j.conbuildmat.2020.121564
"Huq, A; Delaney, A; Debney, B";Challenging the entrepreneurial discourse around women home-based workers' empowerment;10.1177/10353046211072539
"Perera, S; Wijesekara, D; Thiripuranathar, G; Menaa, F";The Use of Nanoparticles to Enhance Performance in the Textile Industry-A Concise Review;10.2174/1573413717666210715121307
"Islam, MA; Deegan, C; Gray, R";Social compliance audits and multinational corporation supply chain: evidence from a study of the rituals of social audits;10.1080/00014788.2017.1362330
"Sharma, S; Prakash, G; Kumar, A; Mussada, EK; Antony, J; Luthra, S";Analysing the relationship of adaption of green culture, innovation, green performance for achieving sustainability: Mediating role of employee commitment;10.1016/j.jclepro.2021.127039
"Salo, HH; Suikkanen, J; Nissinen, A";Eco-innovation motivations and ecodesign tool implementation in companies in the Nordic textile and information technology sectors;10.1002/bse.2527
"Frenkel, SJ; Rahman, S; Rahman, KM";After Rana Plaza: Governing Exploitative Workplace Labour Regimes in Bangladeshi Garment Export Factories;10.1177/00221856211063924
Richards, H;Rethinking value: 'radical transparency' in fashion;10.1080/10304312.2021.1993575
"Masnita, Y; Triyowati, H; Rasyawal, M";Urban community empowerment: context on supply chain collaboration in the SMEs;10.1088/1755-1315/106/1/012019
"Tran, NP; Gunasekara, C; Law, DW; Houshyar, S; Setunge, S; Cwirzen, A";Comprehensive review on sustainable fiber reinforced concrete incorporating recycled textile waste;10.1080/21650373.2021.1875273
"Ulutas, A; Topal, A; Bakhat, R";An Application of Fuzzy Integrated Model in Green Supplier Selection;10.1155/2019/4256359
"Eid, BM; Ibrahim, NA";Recent developments in sustainable finishing of cellulosic textiles employing biotechnology;10.1016/j.jclepro.2020.124701
"Jawaad, M; Zafar, S";Improving sustainable development and firm performance in emerging economies by implementing green supply chain activities;10.1002/sd.1962
"Msuya, FE; Hurtado, AQ";The role of women in seaweed aquaculture in the Western Indian Ocean and South-East Asia;10.1080/09670262.2017.1357084
"Tseng, ML; Wu, KJ; Ma, L; Kuo, TC; Sai, F";A hierarchical framework for assessing corporate sustainability performance using a hybrid fuzzy synthetic method-DEMATEL;10.1016/j.techfore.2017.10.014
"Mendes, M; Cassoni, AC; Alves, S; Pintado, ME; Castro, PM; Moreira, P";Screening for a more sustainable solution for decolorization of dyes and textile effluents using Candida and Yarrowia spp.;10.1016/j.jenvman.2021.114421
"Li, J; Hu, Q";Using culturomics and social media data to characterize wildlife consumption;10.1111/cobi.13703
"Standen, JC; Morgan, GG; Sowerbutts, T; Blazek, K; Gugusheff, J; Puntsag, O; Wollan, M; Torzillo, P";Prioritising Housing Maintenance to Improve Health in Indigenous Communities in NSW over 20 years;10.3390/ijerph17165946
"Ali, MP; Kabir, MMM; Haque, SS; Qin, XH; Nasrin, S; Landis, D; Holmquist, B; Ahmed, N";Farmer's behavior in pesticide use: Insights study from smallholder and intensive agricultural farms in Bangladesh;10.1016/j.scitotenv.2020.141160
"Alberghini, M; Hong, S; Lozano, LM; Korolovych, V; Huang, Y; Signorato, F; Zandavi, SH; Fucetola, C; Uluturk, I; Tolstorukov, MY; Chen, G; Asinari, P; Osgood, RM; Fasano, M; Boriskina, SV";Sustainable polyethylene fabrics with engineered moisture transport for passive cooling;10.1038/s41893-021-00688-5
